timestamp,elapsed_time_s,wall_time,avg_concurrent_gpus,gpu_util_ratio,gpu_efficiency,avg_stage_util,max_stage_util,trial_throughput,pipeline_speedup,speedup_efficiency,num_completed_tasks
2026-05-02T12:14:45.343323,26.77,16.97,2.18,2.1765,2.2168,1.4226,1.8452,0.0000,0.9991,0.9991,4
2026-05-02T12:14:55.346879,36.23,26.44,2.11,2.1132,2.1304,1.3010,1.8452,0.0000,0.9994,0.9994,6
2026-05-02T12:15:05.348923,45.45,35.65,2.25,2.2500,2.2681,1.4919,1.8452,0.1911,1.4120,0.7060,8
2026-05-02T12:15:15.351224,52.99,43.19,2.10,2.1014,2.2050,1.5853,1.8452,0.1666,1.7481,0.5827,9
2026-05-02T12:15:25.354562,59.78,49.99,1.77,1.7703,2.0412,1.2117,1.6976,0.1666,2.2200,0.7400,10
2026-05-02T12:15:35.360543,73.48,63.69,2.07,2.0667,2.3420,1.0600,1.2131,0.1666,3.1463,1.0488,13
2026-05-02T12:15:45.364343,82.03,72.23,1.92,1.9195,2.2776,0.9021,1.0992,0.0890,2.2286,0.7429,15
2026-05-02T12:15:55.367440,90.35,80.55,2.48,2.4800,2.3421,0.9524,1.0992,0.0903,1.9409,0.6470,17
2026-05-02T12:16:05.373343,102.24,92.44,1.88,1.8824,2.1851,0.9725,1.0992,0.0892,1.6913,0.5638,18
2026-05-02T12:16:15.378523,117.67,107.88,1.67,1.6667,2.2259,0.8443,0.9280,0.0892,2.1849,0.7283,22
2026-05-02T12:16:25.389226,125.56,115.77,1.81,1.8108,2.2057,0.8138,0.9280,0.0786,1.9407,0.6469,24
2026-05-02T12:16:35.392834,125.56,115.77,1.81,1.8108,2.2057,0.8138,0.9280,0.0786,1.9407,0.6469,24
2026-05-02T12:16:45.396954,140.28,130.48,2.31,2.3117,2.2294,0.8524,0.9280,0.0760,1.6994,0.5665,26
2026-05-02T12:16:55.403139,157.49,147.70,0.75,0.7500,2.1149,0.7546,0.8124,0.0825,1.6131,0.5377,34
2026-05-02T12:17:05.408464,159.17,155.79,1.99,1.9872,2.0224,0.7458,0.8124,0.0966,1.5155,0.5052,36
2026-05-02T12:17:15.413013,159.17,155.79,2.92,2.9167,2.1615,0.7796,0.8280,0.0966,1.6656,0.5552,39
2026-05-02T12:17:25.420827,159.17,155.79,2.10,2.0994,2.3746,0.8452,0.9476,0.0991,1.9899,0.6633,43
2026-05-02T12:17:35.423809,159.17,155.79,2.33,2.3333,2.5064,0.8946,0.9476,0.1144,1.9899,0.6633,45
2026-05-02T12:17:45.431136,159.17,155.79,1.66,1.6607,2.6263,0.9355,0.9509,0.1144,2.1190,0.7063,48
2026-05-02T12:17:55.438799,159.17,155.79,2.48,2.4762,2.8398,1.0130,1.0845,0.1296,2.3863,0.7954,53
2026-05-02T12:18:05.446212,159.17,155.79,2.05,2.0513,2.9668,1.0576,1.0845,0.1373,2.5181,0.8394,56
2026-05-02T12:18:15.451283,159.17,155.79,1.90,1.9048,3.0969,1.1033,1.1862,0.1373,2.6526,0.8842,59
2026-05-02T12:18:25.458762,159.17,155.79,2.02,2.0244,3.2805,1.1708,1.2333,0.1601,2.8292,0.9431,64
2026-05-02T12:18:35.463318,159.17,155.79,1.46,1.4583,3.3727,1.2039,1.2965,0.1754,2.8862,0.9621,71
2026-05-02T12:18:45.470471,159.17,155.79,1.93,1.9323,3.3825,1.2076,1.2965,0.1830,2.8862,0.9621,72
2026-05-02T12:18:55.480803,159.17,155.79,2.78,2.7812,3.5555,1.2519,1.3318,0.1830,3.0538,1.0179,76
2026-05-02T12:19:05.486572,159.17,155.79,1.44,1.4375,3.7566,1.3237,1.4532,0.1918,3.2601,1.0867,80
2026-05-02T12:19:15.490872,159.17,155.79,1.79,1.7925,3.8577,1.3597,1.4532,0.1992,3.4572,1.1524,82
2026-05-02T12:19:25.501291,159.17,155.79,1.56,1.5556,4.0238,1.4172,1.5370,0.1992,3.6185,1.2062,86
2026-05-02T12:19:35.505492,159.17,155.79,2.50,2.5000,4.1118,1.4486,1.5930,0.2066,3.7781,1.2594,88
2026-05-02T12:19:45.515395,159.17,155.79,1.85,1.8491,4.2998,1.5163,1.5930,0.2213,4.0198,1.3399,91
2026-05-02T12:19:55.526471,159.17,155.79,2.54,2.5429,4.5511,1.6043,1.7351,0.2287,4.3317,1.4439,97
2026-05-02T12:20:05.535741,159.17,155.79,1.77,1.7727,4.6543,1.6416,1.7351,0.2434,4.5349,1.5116,100
2026-05-02T12:20:15.540456,159.17,155.83,1.98,1.9834,4.6994,1.6580,1.7553,0.2656,4.5770,1.5257,108
2026-05-02T12:20:25.550578,159.17,155.83,2.84,2.8398,4.7585,1.6781,1.7553,0.2656,4.7542,1.5847,109
2026-05-02T12:20:35.563778,159.17,155.83,2.86,2.8564,4.9825,1.7555,1.8444,0.2656,5.0075,1.6692,112
2026-05-02T12:20:45.569542,159.17,155.83,2.24,2.2431,5.1367,1.8105,1.9374,0.2729,5.2052,1.7351,114
2026-05-02T12:20:55.578981,159.17,155.83,1.67,1.6704,5.3528,1.8871,2.1153,0.2803,5.2052,1.7351,116
2026-05-02T12:21:05.587968,159.17,155.83,1.67,1.6704,5.3528,1.8871,2.1153,0.2803,5.2052,1.7351,116
2026-05-02T12:21:15.597057,159.17,155.83,1.85,1.8544,5.4720,1.9306,2.1153,0.2877,5.2052,1.7351,117
2026-05-02T12:21:25.608617,159.17,155.83,1.58,1.5833,5.5303,1.9505,2.1153,0.2877,5.3801,1.7934,118
2026-05-02T12:21:35.625275,159.17,155.83,1.30,1.2975,5.5713,1.9645,2.1153,0.2877,5.3801,1.7934,119
2026-05-02T12:21:45.637390,159.17,155.83,1.87,1.8725,5.9668,2.1027,2.3013,0.2951,5.8242,1.9414,123
2026-05-02T12:21:55.647161,159.17,155.83,1.87,1.8716,6.0075,2.1176,2.3013,0.3025,5.8242,1.9414,124
2026-05-02T12:22:05.656490,159.17,155.83,2.30,2.3000,6.1360,2.1627,2.4368,0.3025,5.8242,1.9414,125
2026-05-02T12:22:15.667520,159.17,155.83,1.64,1.6355,6.2481,2.2036,2.4368,0.3098,5.8242,1.9414,126
2026-05-02T12:22:25.676330,159.17,155.83,1.37,1.3694,6.3037,2.2226,2.4368,0.3098,5.9910,1.9970,127
2026-05-02T12:22:35.692444,159.17,155.83,1.37,1.3694,6.3037,2.2226,2.4368,0.3098,5.9910,1.9970,127
2026-05-02T12:22:45.700134,159.17,155.83,1.81,1.8065,6.6714,2.3495,2.5816,0.3098,6.2596,2.0865,131
2026-05-02T12:22:55.710714,160.70,157.36,1.88,1.8762,6.6988,2.3753,2.5816,0.3210,6.3594,2.1198,133
2026-05-02T12:23:05.722212,168.76,165.43,2.33,2.3256,6.4902,2.3552,2.5213,0.3210,6.3594,2.1198,134
2026-05-02T12:23:15.726875,168.76,165.43,2.33,2.3256,6.4902,2.3552,2.5213,0.3210,6.3594,2.1198,134
2026-05-02T12:23:25.736806,189.38,186.04,1.76,1.7559,5.8792,2.1406,2.5213,0.2758,5.4915,1.8305,136
2026-05-02T12:27:05.805774,411.27,407.93,1.47,1.4657,2.7030,0.9195,1.0111,0.1238,2.4844,0.8281,144
2026-05-02T12:27:15.820770,411.27,407.93,2.97,2.9718,2.7360,0.9306,1.0111,0.1238,2.5362,0.8454,146
2026-05-02T12:27:25.838088,411.27,407.93,2.03,2.0270,2.8119,0.9564,1.0489,0.1264,2.5947,0.8649,150
2026-05-02T12:27:35.856529,411.27,407.93,1.09,1.0907,2.8579,0.9721,1.0769,0.1290,2.6501,0.8834,152
2026-05-02T12:27:45.863619,411.27,407.93,1.88,1.8806,2.8901,0.9832,1.0769,0.1316,2.6501,0.8834,153
2026-05-02T12:27:55.878066,411.27,407.93,1.38,1.3803,2.9319,0.9973,1.0912,0.1316,2.6959,0.8986,156
2026-05-02T12:28:05.891693,411.27,407.93,2.32,2.3182,3.0157,1.0259,1.1312,0.1367,2.7896,0.9299,161
2026-05-02T12:28:15.905766,411.27,407.93,1.90,1.9020,3.0365,1.0330,1.1312,0.1393,2.7896,0.9299,162
2026-05-02T12:28:25.915874,411.27,407.93,1.57,1.5686,3.0647,1.0425,1.1312,0.1393,2.8339,0.9446,164
2026-05-02T12:28:35.932281,411.27,407.93,1.85,1.8475,3.1493,1.0713,1.1685,0.1445,2.9417,0.9806,169
2026-05-02T12:28:45.944619,411.27,407.93,2.31,2.3061,3.1750,1.0801,1.1947,0.1445,2.9417,0.9806,170
2026-05-02T12:28:55.959764,411.27,407.93,1.64,1.6364,3.2244,1.0970,1.2018,0.1522,2.9736,0.9912,179
2026-05-02T12:29:05.975863,411.27,407.93,1.99,1.9867,3.2266,1.0978,1.2018,0.1548,2.9736,0.9912,180
2026-05-02T12:29:15.991941,411.27,407.93,2.90,2.8982,3.2971,1.1215,1.2220,0.1548,3.0288,1.0096,184
2026-05-02T12:29:26.007884,411.27,407.93,1.35,1.3496,3.3762,1.1486,1.2630,0.1599,3.1560,1.0520,188
2026-05-02T12:29:36.026918,411.27,407.93,2.00,2.0000,3.4241,1.1648,1.2630,0.1625,3.2031,1.0677,191
2026-05-02T12:29:46.035377,411.27,407.93,1.50,1.5000,3.4775,1.1830,1.3174,0.1625,3.2859,1.0953,193
2026-05-02T12:29:56.053059,411.27,407.93,2.61,2.6078,3.5562,1.2097,1.3321,0.1677,3.3348,1.1116,197
2026-05-02T12:30:06.069003,411.27,407.93,1.37,1.3651,3.5865,1.2201,1.3321,0.1703,3.3348,1.1116,199
2026-05-02T12:30:16.086300,411.27,407.93,1.93,1.9286,3.6540,1.2429,1.3693,0.1703,3.4427,1.1476,203
2026-05-02T12:30:26.095415,411.27,407.93,2.14,2.1373,3.7208,1.2658,1.3860,0.1780,3.4943,1.1648,207
2026-05-02T12:30:36.113687,411.27,408.60,1.98,1.9839,3.7377,1.2730,1.3927,0.1857,3.5228,1.1743,216
2026-05-02T12:30:46.124956,411.27,408.60,1.98,1.9839,3.7377,1.2730,1.3927,0.1857,3.5228,1.1743,216
2026-05-02T12:30:56.143359,411.27,408.60,2.82,2.8226,3.8350,1.3058,1.4118,0.1857,3.6221,1.2074,220
2026-05-02T12:31:06.161194,411.27,408.60,2.12,2.1237,3.8951,1.3263,1.4571,0.1883,3.6970,1.2323,223
2026-05-02T12:31:16.173302,411.27,408.60,1.80,1.7963,3.9525,1.3460,1.4571,0.1935,3.7690,1.2563,226
2026-05-02T12:31:26.183724,411.27,408.60,1.90,1.8958,4.0054,1.3638,1.4753,0.1935,3.8287,1.2762,229
2026-05-02T12:31:36.201347,411.27,408.60,2.54,2.5366,4.0998,1.3962,1.5193,0.2012,3.9620,1.3207,234
2026-05-02T12:31:46.210564,411.27,408.60,2.54,2.5366,4.0998,1.3962,1.5193,0.2012,3.9620,1.3207,234
2026-05-02T12:31:56.229877,411.27,408.60,2.06,2.0588,4.1940,1.4280,1.5354,0.2012,4.0699,1.3566,238
2026-05-02T12:32:06.248581,411.27,408.60,2.43,2.4286,4.2460,1.4457,1.5748,0.2038,4.1342,1.3781,241
2026-05-02T12:32:16.261647,411.27,408.60,1.40,1.4000,4.3077,1.4669,1.5831,0.2167,4.2354,1.4118,252
2026-05-02T12:32:26.273874,411.27,408.77,2.88,2.8756,4.3419,1.4787,1.5828,0.2167,4.2858,1.4286,254
2026-05-02T12:32:36.292069,411.27,408.77,2.88,2.8806,4.3780,1.4907,1.6197,0.2167,4.3370,1.4457,256
2026-05-02T12:32:46.301714,411.27,408.77,1.41,1.4129,4.4287,1.5082,1.6197,0.2218,4.3922,1.4641,258
2026-05-02T12:32:56.310919,411.27,408.77,1.43,1.4279,4.4826,1.5263,1.6197,0.2218,4.3922,1.4641,259
2026-05-02T12:33:06.319406,411.27,408.77,1.43,1.4279,4.4826,1.5263,1.6197,0.2218,4.3922,1.4641,259
2026-05-02T12:33:16.338501,411.27,408.77,1.43,1.4279,4.5319,1.5431,1.6700,0.2218,4.3922,1.4641,260
2026-05-02T12:33:26.352463,411.27,408.77,1.56,1.5645,4.5792,1.5594,1.6700,0.2244,4.3922,1.4641,261
2026-05-02T12:33:36.373469,411.27,408.77,1.17,1.1721,4.6081,1.5692,1.6700,0.2244,4.4320,1.4773,263
2026-05-02T12:33:46.393949,411.27,408.77,1.30,1.3017,4.6665,1.5891,1.7297,0.2244,4.5258,1.5086,265
2026-05-02T12:33:56.413498,411.27,408.77,1.38,1.3780,4.6953,1.5990,1.7297,0.2296,4.5676,1.5225,267
2026-05-02T12:34:06.434957,411.27,408.77,1.82,1.8235,4.7590,1.6204,1.7297,0.2296,4.5676,1.5225,268
2026-05-02T12:34:16.453549,411.27,408.77,1.82,1.8235,4.7590,1.6204,1.7297,0.2296,4.5676,1.5225,268
2026-05-02T12:34:26.473041,411.27,408.77,1.80,1.7981,4.8083,1.6372,1.7800,0.2296,4.5676,1.5225,269
2026-05-02T12:34:36.491379,411.27,408.77,1.80,1.7981,4.8083,1.6372,1.7800,0.2296,4.5676,1.5225,269
2026-05-02T12:34:46.512941,411.27,408.77,1.06,1.0579,4.8870,1.6641,1.7800,0.2322,4.6113,1.5371,272
2026-05-02T12:34:56.546294,411.27,408.77,1.23,1.2264,4.9167,1.6742,1.8102,0.2322,4.6537,1.5512,274
2026-05-02T12:35:06.563648,411.27,408.77,1.37,1.3701,4.9708,1.6929,1.8102,0.2373,4.7393,1.5798,276
2026-05-02T12:35:16.582543,411.27,408.77,1.79,1.7885,5.0346,1.7143,1.8102,0.2373,4.7393,1.5798,277
2026-05-02T12:35:26.601497,411.27,408.77,1.79,1.7885,5.0346,1.7143,1.8102,0.2373,4.7393,1.5798,277
2026-05-02T12:35:36.620482,411.27,408.77,1.77,1.7714,5.0844,1.7312,1.8610,0.2373,4.7393,1.5798,278
2026-05-02T12:35:46.642810,411.27,408.77,1.77,1.7714,5.0844,1.7312,1.8610,0.2373,4.7393,1.5798,278
2026-05-02T12:35:56.671532,411.27,408.77,1.50,1.5000,5.1529,1.7548,1.8697,0.2451,4.7677,1.5892,287
2026-05-02T12:36:06.688558,411.27,408.77,1.97,1.9667,5.1721,1.7614,1.8697,0.2476,4.7677,1.5892,288
2026-05-02T12:36:16.711249,411.27,408.77,2.89,2.8867,5.1899,1.7674,1.8697,0.2476,4.7677,1.5892,289
2026-05-02T12:36:26.734227,411.27,408.77,2.89,2.8867,5.2365,1.7831,1.8896,0.2476,4.8489,1.6163,291
2026-05-02T12:36:36.759501,411.27,408.77,2.02,2.0244,5.3239,1.8128,1.9208,0.2502,4.9404,1.6468,294
2026-05-02T12:36:46.781386,411.27,408.77,1.23,1.2289,5.3545,1.8234,1.9208,0.2528,5.0321,1.6774,295
2026-05-02T12:36:56.793908,411.27,408.77,1.23,1.2289,5.4046,1.8404,1.9719,0.2528,5.0321,1.6774,296
2026-05-02T12:37:06.811701,411.27,408.77,1.23,1.2289,5.4046,1.8404,1.9719,0.2528,5.0321,1.6774,296
2026-05-02T12:37:16.840413,411.27,408.77,1.67,1.6694,5.4642,1.8610,1.9719,0.2554,5.0321,1.6774,297
2026-05-02T12:37:26.865643,411.27,408.77,1.30,1.3000,5.5112,1.8768,1.9719,0.2554,5.1233,1.7078,299
2026-05-02T12:37:36.889180,411.27,408.77,1.38,1.3788,5.5463,1.8888,1.9904,0.2580,5.1233,1.7078,301
2026-05-02T12:37:46.911295,411.27,408.77,1.80,1.7961,5.6289,1.9167,2.0262,0.2580,5.2285,1.7428,303
2026-05-02T12:37:56.924027,411.27,408.77,1.64,1.6357,5.6606,1.9277,2.0262,0.2605,5.3236,1.7745,304
2026-05-02T12:38:06.935648,411.27,408.77,2.04,2.0385,5.7236,1.9491,2.0906,0.2605,5.3236,1.7745,305
2026-05-02T12:38:16.955001,411.27,408.77,2.04,2.0385,5.7236,1.9491,2.0906,0.2605,5.3236,1.7745,305
2026-05-02T12:38:26.974038,411.27,408.77,1.64,1.6357,5.7707,1.9654,2.0906,0.2631,5.3236,1.7745,306
2026-05-02T12:38:36.997041,411.27,408.77,1.20,1.2029,5.8155,1.9804,2.0906,0.2631,5.4094,1.8031,308
2026-05-02T12:38:47.009593,411.27,408.77,1.36,1.3609,5.8507,1.9925,2.1094,0.2657,5.4094,1.8031,310
2026-05-02T12:38:57.025666,411.27,408.77,1.88,1.8817,5.9367,2.0216,2.1466,0.2657,5.5185,1.8395,312
2026-05-02T12:39:07.040152,411.27,408.77,1.88,1.8817,5.9367,2.0216,2.1466,0.2657,5.5185,1.8395,312
2026-05-02T12:39:17.056156,411.27,408.77,2.11,2.1058,6.0391,2.0566,2.2091,0.2683,5.6419,1.8806,314
2026-05-02T12:39:27.073457,411.27,408.77,2.11,2.1058,6.0391,2.0566,2.2091,0.2683,5.6419,1.8806,314
2026-05-02T12:39:37.087503,411.27,408.77,1.64,1.6434,6.0861,2.0729,2.2091,0.2709,5.6419,1.8806,315
2026-05-02T12:39:47.110733,411.27,408.77,1.99,1.9931,6.1131,2.0820,2.2169,0.2786,5.6782,1.8927,324
2026-05-02T12:39:57.142251,411.27,408.77,1.99,1.9931,6.1131,2.0820,2.2169,0.2786,5.6782,1.8927,324
2026-05-02T12:40:07.161837,411.27,408.77,2.91,2.9106,6.2017,2.1118,2.2169,0.2786,5.7864,1.9288,327
2026-05-02T12:40:17.184976,411.27,408.77,2.06,2.0624,6.2811,2.1389,2.2853,0.2812,5.8496,1.9499,331
2026-05-02T12:40:27.202264,411.27,408.77,1.21,1.2125,6.3005,2.1456,2.2853,0.2838,5.9077,1.9692,332
2026-05-02T12:40:37.225487,411.27,408.77,1.98,1.9831,6.3329,2.1568,2.2853,0.2863,5.9077,1.9692,333
2026-05-02T12:40:47.242684,411.27,408.77,1.73,1.7288,6.4247,2.1878,2.3180,0.2863,6.0181,2.0060,338
2026-05-02T12:40:57.275044,411.27,408.77,1.77,1.7714,6.4517,2.1971,2.3180,0.2915,6.0653,2.0218,340
2026-05-02T12:41:07.294168,411.27,408.77,2.00,2.0000,6.5024,2.2143,2.3698,0.2915,6.0653,2.0218,341
2026-05-02T12:41:17.314803,411.27,408.77,1.54,1.5443,6.5315,2.2244,2.3698,0.2941,6.0653,2.0218,342
2026-05-02T12:41:27.339945,411.27,408.77,1.25,1.2500,6.5581,2.2333,2.3698,0.2941,6.1163,2.0388,344
2026-05-02T12:41:37.370671,411.27,408.77,1.63,1.6308,6.6300,2.2577,2.4005,0.2967,6.1703,2.0568,348
2026-05-02T12:41:47.394303,411.27,408.77,2.23,2.2321,6.6838,2.2761,2.4381,0.2992,6.2211,2.0737,350
2026-05-02T12:41:57.429025,411.27,408.77,1.84,1.8415,6.7155,2.2871,2.4381,0.3018,6.2211,2.0737,351
2026-05-02T12:42:07.444235,411.27,408.77,0.49,0.4857,6.7447,2.2969,2.4467,0.3044,6.2840,2.0947,358
2026-05-02T12:42:17.462112,411.27,408.77,1.02,1.0246,6.7490,2.2984,2.4467,0.3096,6.2840,2.0947,360
2026-05-02T12:42:27.485793,411.27,408.77,1.02,1.0246,6.7490,2.2984,2.4467,0.3096,6.2840,2.0947,360
2026-05-02T12:42:37.507752,411.27,408.77,1.02,1.0246,6.7906,2.3124,2.4467,0.3096,6.4089,2.1363,361
2026-05-02T12:42:47.532467,411.27,408.77,1.02,1.0246,6.7906,2.3124,2.4467,0.3096,6.4089,2.1363,361
2026-05-02T12:42:57.570742,411.27,408.77,1.02,1.0246,6.8440,2.3306,2.5012,0.3096,6.5690,2.1897,362
2026-05-02T12:43:07.591054,411.27,408.77,1.02,1.0246,6.8440,2.3306,2.5012,0.3096,6.5690,2.1897,362
2026-05-02T12:43:17.607257,411.27,408.77,0.43,0.4320,6.9084,2.3528,2.5012,0.3121,6.7622,2.2541,363
2026-05-02T12:43:27.622830,411.27,408.77,0.43,0.4320,6.9084,2.3528,2.5012,0.3121,6.7622,2.2541,363
2026-05-02T12:43:37.640756,411.27,408.77,0.51,0.5097,6.9602,2.3702,2.5012,0.3121,6.9175,2.3058,364
2026-05-02T12:43:47.654417,411.27,408.77,0.51,0.5097,6.9602,2.3702,2.5012,0.3121,6.9175,2.3058,364
2026-05-02T12:43:57.674127,411.27,408.77,0.51,0.5097,6.9602,2.3702,2.5012,0.3121,6.9175,2.3058,364
2026-05-02T12:44:07.690803,411.27,408.77,0.73,0.7255,7.0318,2.3946,2.5744,0.3121,7.1325,2.3775,365
2026-05-02T12:44:17.710263,411.27,408.77,0.73,0.7255,7.0318,2.3946,2.5744,0.3121,7.1325,2.3775,365
2026-05-02T12:44:27.731931,411.27,408.77,0.97,0.9730,7.0797,2.4111,2.5744,0.3147,7.2760,2.4253,366
2026-05-02T12:44:37.745460,411.27,408.77,0.97,0.9730,7.0797,2.4111,2.5744,0.3147,7.2760,2.4253,366
2026-05-02T12:44:47.758616,411.27,408.77,0.97,0.9730,7.0797,2.4111,2.5744,0.3147,7.2760,2.4253,366
2026-05-02T12:44:57.779412,411.27,408.77,1.12,1.1176,7.1351,2.4298,2.5744,0.3147,7.4424,2.4808,367
2026-05-02T12:45:07.794077,411.27,408.77,1.12,1.1176,7.1351,2.4298,2.5744,0.3147,7.4424,2.4808,367
2026-05-02T12:45:17.807969,411.27,408.77,1.10,1.0980,7.2041,2.4533,2.6449,0.3147,7.6494,2.5498,368
2026-05-02T12:45:27.826108,411.27,408.77,1.10,1.0980,7.2041,2.4533,2.6449,0.3147,7.6494,2.5498,368
2026-05-02T12:45:37.845845,411.27,408.77,0.77,0.7721,7.2501,2.4691,2.6449,0.3173,7.7874,2.5958,369
